CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column,count
238702840,113,QUEENS,1/5/2021,20:35:00,1/5/2021,20:45:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO QUEENS SOUTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",BAR/NIGHT CLUB,1/5/2022,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1050616,191522,40.692113,-73.760681,"(40.692113, -73.760681)",POINT (-73.760681 40.692113),1
240263761,120,STATEN ISLAND,9/1/2021,3:00:00,9/1/2021,3:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO STATEN ISLAND,321,"LARCENY,PETIT FROM AUTO",RESIDENCE-HOUSE,2/8/2022,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,F,951038,163252,40.614704,-74.119622,"(40.614704, -74.119622)",POINT (-74.119622 40.614704),1
241280889,10,MANHATTAN,12/13/2021,17:00:00,2/24/2022,18:00:00,COMPLETED,(null),553,2,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,2/24/2022,(null),UNKNOWN,UNKNOWN,U,,18-24,BLACK,F,983746,211928,40.748371,-74.001817,"(40.748371, -74.001817)",POINT (-74.001817 40.748371),1
249677447,73,BROOKLYN,11/30/2021,0:01:00,8/14/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN NORTH,170,"SEXUAL MISCONDUCT,INTERCOURSE",RESIDENCE-HOUSE,8/16/2022,(null),(null),(null),(null),,<18,BLACK,F,1008245,183796,40.67113,-73.91350206,"(40.6711300016904, -73.9135020552048)",POINT (-73.9135020552048 40.6711300016904),1
238815053,109,QUEENS,12/28/2021,15:00:00,12/28/2021,16:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO QUEENS NORTH,175,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,1/7/2022,(null),<18,ASIAN / PACIFIC ISLANDER,M,,<18,ASIAN / PACIFIC ISLANDER,F,1032051,217053,40.7623158,-73.827448,"(40.7623158004241, -73.8274480018593)",POINT (-73.8274480018593 40.7623158004241),1
238945672,110,QUEENS,12/26/2021,22:52:00,12/26/2021,23:02:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,(null),PATROL BORO QUEENS NORTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESTAURANT/DINER,1/6/2022,(null),45-64,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,M,1022976,212656,40.750286,-73.860228,"(40.750286, -73.860228)",POINT (-73.860228 40.750286),1
240822550,72,BROOKLYN,12/26/2021,0:00:00,12/27/2021,0:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN SOUTH,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,2/17/2022,(null),(null),(null),(null),,45-64,ASIAN / PACIFIC ISLANDER,M,982429,172482,40.6401,-74.006559,"(40.6401, -74.006559)",POINT (-74.006559 40.6401),1
241344261,115,QUEENS,11/2/2021,0:01:00,11/3/2021,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,2/28/2022,(null),UNKNOWN,UNKNOWN,U,,65+,ASIAN / PACIFIC ISLANDER,F,1019122,215347,40.757686,-73.874126,"(40.757686, -73.874126)",POINT (-73.874126 40.757686),1
239163977,24,MANHATTAN,10/14/2021,9:00:00,1/14/2022,10:14:00,COMPLETED,(null),11475,2,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,1/14/2022,(null),UNKNOWN,WHITE HISPANIC,M,,45-64,WHITE HISPANIC,F,991870,227979,40.792424,-73.97248,"(40.792424, -73.97248)",POINT (-73.97248 40.792424),1
238548387,5,MANHATTAN,1/1/2022,15:20:00,1/1/2022,15:20:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,1/1/2022,(null),45-64,ASIAN / PACIFIC ISLANDER,M,,25-44,ASIAN / PACIFIC ISLANDER,M,984838,198804,40.712349,-73.997877,"(40.712349, -73.997877)",POINT (-73.997877 40.712349),1
250665856,44,BRONX,6/1/2021,15:00:00,9/1/2022,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,(null),PATROL BORO BRONX,153,RAPE 3,RESIDENCE - APT. HOUSE,9/6/2022,(null),25-44,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1006490,244533,40.83784212,-73.91962775,"(40.8378421209284, -73.9196277517392)",POINT (-73.9196277517392 40.8378421209284),1
240576689,45,BRONX,12/13/2021,9:00:00,12/13/2021,9:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,2/14/2022,(null),(null),(null),(null),,25-44,WHITE HISPANIC,M,1026090,243941,40.836138,-73.848797,"(40.836138, -73.848797)",POINT (-73.848797 40.836138),1
245591441,108,QUEENS,3/14/2021,9:00:00,5/18/2022,9:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO QUEENS NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,5/24/2022,(null),(null),(null),(null),,25-44,ASIAN / PACIFIC ISLANDER,F,998050,210270,40.74381,-73.950195,"(40.74381, -73.950195)",POINT (-73.950195 40.74381),1
244720369,44,BRONX,11/17/2021,11:00:00,11/17/2021,15:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",PUBLIC SCHOOL,5/7/2022,(null),UNKNOWN,BLACK HISPANIC,M,,<18,WHITE HISPANIC,M,1005285,238781,40.822051,-73.923996,"(40.822051, -73.923996)",POINT (-73.923996 40.822051),1
245742361,19,MANHATTAN,12/25/2021,10:56:00,5/14/2022,1:11:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,5/26/2022,(null),25-44,WHITE,M,,25-44,WHITE,F,994296,218679,40.766896,-73.96373,"(40.766896, -73.96373)",POINT (-73.96373 40.766896),1
239368513,79,BROOKLYN,12/1/2021,14:00:00,12/1/2021,14:20:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN NORTH,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",RESIDENCE - APT. HOUSE,1/19/2022,(null),(null),(null),(null),,65+,BLACK,F,999215,189479,40.686741,-73.946039,"(40.686741, -73.946039)",POINT (-73.946039 40.686741),1
239390697,10,MANHATTAN,12/9/2021,13:00:00,12/9/2021,14:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,338,"LARCENY,PETIT FROM BUILDING,UN",RESTAURANT/DINER,1/19/2022,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,M,983290,212035,40.748666,-74.003463,"(40.748666, -74.003463)",POINT (-74.003463 40.748666),1
240806646,114,QUEENS,2/1/2020,11:00:00,2/17/2022,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,321,"LARCENY,PETIT FROM AUTO",STREET,2/17/2022,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1003853,213668,40.753125,-73.929246,"(40.753125, -73.929246)",POINT (-73.929246 40.753125),1
239285770,79,BROOKLYN,7/5/2021,15:52:00,,(null),COMPLETED,(null),,1,N.Y. TRANSIT POLICE,121,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BKLYN NORTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,1/18/2022,FRANKLIN AVENUE,25-44,BLACK,M,30,UNKNOWN,UNKNOWN,E,996546,187436,40.6811367,-73.9556676,"(40.6811367, -73.9556676)",POINT (-73.9556676 40.6811367),1
240275282,52,BRONX,2/3/2021,12:11:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,333,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,2/8/2022,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1009475,257692,40.873944,-73.908788,"(40.873944, -73.908788)",POINT (-73.908788 40.873944),1
238764460,20,MANHATTAN,12/30/2021,14:00:00,1/6/2022,19:07:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO MAN NORTH,357,"LARCENY,PETIT OF VEHICLE ACCES",STREET,1/6/2022,(null),UNKNOWN,UNKNOWN,U,,25-44,ASIAN / PACIFIC ISLANDER,M,989460,226113,40.787305,-73.981186,"(40.787305, -73.981186)",POINT (-73.981186 40.787305),1
238795916,67,BROOKLYN,1/3/2021,0:01:00,1/3/2021,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN SOUTH,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",CHURCH,1/7/2022,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1000969,177273,40.653237,-73.939745,"(40.653237, -73.939745)",POINT (-73.939745 40.653237),1
248294613,42,BRONX,2/1/2015,12:00:00,9/30/2018,11:59:00,COMPLETED,(null),5178,2,N.Y. HOUSING POLICE,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,419,"LARCENY,GRAND FROM PERSON,UNCL",RESIDENCE - PUBLIC HOUSING,7/20/2022,(null),45-64,WHITE HISPANIC,F,,UNKNOWN,UNKNOWN,E,1011837,240214,40.825966,-73.90032,"(40.825966, -73.90032)",POINT (-73.90032 40.825966),1
238748997,40,BRONX,12/19/2021,9:00:00,12/23/2021,9:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,1/6/2022,(null),(null),(null),(null),,25-44,WHITE HISPANIC,M,1005028,236463,40.81569,-73.924932,"(40.81569, -73.924932)",POINT (-73.924932 40.81569),1
241816326,18,MANHATTAN,12/26/2019,15:00:00,12/29/2019,15:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO MAN SOUTH,166,SODOMY 2,HOTEL/MOTEL,3/9/2022,(null),18-24,WHITE HISPANIC,M,,<18,WHITE,F,988451,217993,40.76502408,-73.98483595,"(40.7650240788333, -73.9848359497083)",POINT (-73.9848359497083 40.7650240788333),1
250655357,81,BROOKLYN,1/13/2004,17:00:00,7/22/2022,19:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BKLYN NORTH,638,"HARASSMENT,SUBD 3,4,5",CHURCH,9/6/2022,(null),UNKNOWN,UNKNOWN,M,,25-44,BLACK,F,1005967,190409,40.689281,-73.921689,"(40.689281, -73.921689)",POINT (-73.921689 40.689281),1
244193958,32,MANHATTAN,7/15/2021,10:00:00,4/25/2022,5:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,4/26/2022,(null),UNKNOWN,BLACK,M,,25-44,BLACK,F,999841,235404,40.812794,-73.943676,"(40.812794, -73.943676)",POINT (-73.943676 40.812794),1
239269531,110,QUEENS,12/30/2021,0:01:00,1/12/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,459,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE-HOUSE,1/17/2022,(null),(null),(null),(null),,25-44,WHITE HISPANIC,F,1016312,210209,40.743596,-73.884293,"(40.743596, -73.884293)",POINT (-73.884293 40.743596),1
238519125,47,BRONX,1/1/2022,16:55:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO BRONX,114,OBSTR BREATH/CIRCUL,RESIDENCE-HOUSE,1/1/2022,(null),25-44,WHITE,M,,25-44,UNKNOWN,F,1019717,266397,40.897801,-73.871709,"(40.897801, -73.871709)",POINT (-73.871709 40.897801),1
238531156,114,QUEENS,1/1/2022,15:50:00,1/1/2022,15:55:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,1/1/2022,(null),25-44,WHITE,M,,UNKNOWN,UNKNOWN,D,1008735,213681,40.75315,-73.911622,"(40.75315, -73.911622)",POINT (-73.911622 40.75315),1
239612184,109,QUEENS,11/30/2021,9:00:00,1/10/2022,21:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",COMMERCIAL BUILDING,1/24/2022,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1030722,214404,40.755045,-73.83226,"(40.755045, -73.83226)",POINT (-73.83226 40.755045),1
240835522,81,BROOKLYN,7/1/2015,12:00:00,1/10/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN NORTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,2/17/2022,(null),(null),(null),(null),,45-64,BLACK,F,1001667,189305,40.686259,-73.937198,"(40.686259, -73.937198)",POINT (-73.937198 40.686259),1
248643884,45,BRONX,7/8/2021,1:30:00,7/8/2021,1:40:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO BRONX,105,STRANGULATION 1ST,RESIDENCE-HOUSE,7/27/2022,(null),25-44,BLACK HISPANIC,M,,25-44,WHITE HISPANIC,M,1032091,241976,40.83072233,-73.82712606,"(40.8307223277672, -73.8271260588639)",POINT (-73.8271260588639 40.8307223277672),1
246904143,106,QUEENS,8/1/2021,0:00:00,6/2/2022,15:35:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,6/17/2022,(null),UNKNOWN,UNKNOWN,U,,45-64,ASIAN / PACIFIC ISLANDER,F,1033445,187116,40.68013,-73.822631,"(40.68013, -73.822631)",POINT (-73.822631 40.68013),1
239375318,17,MANHATTAN,12/17/2021,19:30:00,12/17/2021,19:35:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,1/19/2022,(null),UNKNOWN,WHITE,F,,25-44,WHITE,M,994570,214904,40.756533,-73.962747,"(40.756533, -73.962747)",POINT (-73.962747 40.756533),1
238526662,52,BRONX,12/25/2021,2:30:00,12/25/2021,2:31:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE - APT. HOUSE,1/1/2022,(null),(null),(null),(null),,45-64,WHITE HISPANIC,M,1017719,260875,40.882652,-73.878963,"(40.882652, -73.878963)",POINT (-73.878963 40.882652),1
250989418,71,BROOKLYN,8/30/2021,12:00:00,9/28/2021,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,(null),THEFT-FRAUD,(null),PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,9/13/2022,(null),(null),(null),(null),,25-44,BLACK,F,995675,180123,40.661067,-73.958819,"(40.661067, -73.958819)",POINT (-73.958819 40.661067),1
246841875,70,BROOKLYN,11/25/2021,10:00:00,11/25/2021,10:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN SOUTH,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMMERCIAL BUILDING,6/18/2022,(null),45-64,WHITE,M,,25-44,WHITE,M,994703,164336,40.617735,-73.962348,"(40.617735, -73.962348)",POINT (-73.962348 40.617735),1
241716728,104,QUEENS,5/28/2007,0:00:00,5/28/2009,0:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO QUEENS NORTH,177,SEXUAL ABUSE,RESIDENCE-HOUSE,3/7/2022,(null),25-44,WHITE HISPANIC,M,,18-24,WHITE HISPANIC,F,1013701,195936,40.70443503,-73.89378071,"(40.7044350296655, -73.8937807141634)",POINT (-73.8937807141634 40.7044350296655),1
238602935,122,STATEN ISLAND,12/27/2021,16:20:00,12/27/2021,16:25:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO STATEN ISLAND,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",OPEN AREAS (OPEN LOTS),1/2/2022,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,943986,136096,40.540138,-74.144861,"(40.540138, -74.144861)",POINT (-74.144861 40.540138),1
238905386,1,MANHATTAN,11/24/2021,15:38:00,12/22/2021,12:54:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,307,"LARCENY,PETIT BY DISHONEST EMP",DRUG STORE,1/10/2022,(null),18-24,WHITE HISPANIC,F,,UNKNOWN,UNKNOWN,D,982237,204393,40.727689,-74.007261,"(40.727689, -74.007261)",POINT (-74.007261 40.727689),1
246568437,75,BROOKLYN,12/3/2021,0:01:00,12/21/2021,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BKLYN NORTH,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",MAILBOX OUTSIDE,5/22/2022,(null),UNKNOWN,UNKNOWN,U,,25-44,BLACK,M,1022810,182671,40.667984,-73.861,"(40.667984, -73.861)",POINT (-73.861 40.667984),1
239778306,115,QUEENS,4/20/2021,13:00:00,11/5/2021,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,1/27/2022,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,1016119,215659,40.758555,-73.884965,"(40.758555, -73.884965)",POINT (-73.884965 40.758555),1
239726832,40,BRONX,12/26/2021,10:00:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,1/26/2022,(null),(null),(null),(null),,45-64,BLACK HISPANIC,F,1006184,233270,40.806923,-73.920767,"(40.806923, -73.920767)",POINT (-73.920767 40.806923),1
245792050,49,BRONX,12/1/2021,14:57:00,12/10/2021,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,303,"LARCENY,PETIT BY CHECK USE",BANK,5/28/2022,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,F,1020860,251009,40.855563,-73.867658,"(40.855563, -73.867658)",POINT (-73.867658 40.855563),1
246438663,40,BRONX,6/10/2020,14:45:00,6/10/2022,14:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO BRONX,113,"MENACING,UNCLASSIFIED",PUBLIC BUILDING,6/10/2022,(null),25-44,BLACK,F,,UNKNOWN,UNKNOWN,F,1004703,236313,40.815278,-73.926109,"(40.815278, -73.926109)",POINT (-73.926109 40.815278),1
249456262,101,QUEENS,1/1/2013,0:01:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO QUEENS SOUTH,177,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,8/11/2022,(null),25-44,BLACK,M,,<18,BLACK,F,1053639,158980,40.60277623,-73.75011736,"(40.6027762300781, -73.7501173648331)",POINT (-73.7501173648331 40.6027762300781),1
243160955,79,BROOKLYN,12/13/2021,10:00:00,3/25/2022,9:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO BKLYN NORTH,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",STREET,3/25/2022,(null),(null),(null),(null),,25-44,BLACK HISPANIC,M,996721,187385,40.680997,-73.955034,"(40.680997, -73.955034)",POINT (-73.955034 40.680997),1
245999787,1,MANHATTAN,12/31/2021,0:01:00,2/24/2022,11:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESTAURANT/DINER,6/2/2022,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,983314,202628,40.722846,-74.003374,"(40.722846, -74.003374)",POINT (-74.003374 40.722846),1
238639113,47,BRONX,3/19/2019,14:00:00,7/13/2020,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE-HOUSE,1/4/2022,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1025436,261369,40.883977,-73.851053,"(40.883977, -73.851053)",POINT (-73.851053 40.883977),1
239014492,44,BRONX,10/15/2021,14:30:00,,(null),COMPLETED,(null),35142,2,N.Y. HOUSING POLICE,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO BRONX,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - PUBLIC HOUSING,1/12/2022,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1004050,244191,40.836903,-73.928444,"(40.836903, -73.928444)",POINT (-73.928444 40.836903),1
242804912,49,BRONX,7/1/2017,0:01:00,2/12/2020,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,180,COURSE OF SEXUAL CONDUCT AGAIN,RESIDENCE - APT. HOUSE,3/10/2022,(null),25-44,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1027434,251387,40.85657673,-73.84389368,"(40.8565767275976, -73.8438936779283)",POINT (-73.8438936779283 40.8565767275976),1
239200198,14,MANHATTAN,11/13/2021,8:00:00,11/13/2021,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",CHAIN STORE,1/15/2022,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,F,989871,214378,40.755094,-73.97971,"(40.755094, -73.97971)",POINT (-73.97971 40.755094),1
238733336,23,MANHATTAN,12/31/2021,14:21:00,12/31/2021,15:00:00,COMPLETED,(null),613,2,N.Y. HOUSING POLICE,351,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN NORTH,256,"MISCHIEF, CRIMINAL 4, BY FIRE",RESIDENCE - PUBLIC HOUSING,1/4/2022,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,E,997937,227357,40.79071,-73.950569,"(40.79071, -73.950569)",POINT (-73.950569 40.79071),1
241293199,72,BROOKLYN,9/1/2020,23:00:00,10/31/2021,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BKLYN SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,2/27/2022,(null),45-64,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,984128,179058,40.65815775,-74.00044115,"(40.6581577535544, -74.0004411548878)",POINT (-74.0004411548878 40.6581577535544),1
